Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-9006927,"Signaling by Non-Receptor Tyrosine Kinases",5,58,0.005161519978641987,0.35704655160742726,0.37762136249992695,15,53,0.004005441354292624,9606,Homo sapiens,"P24385;P04150;Q16665;P00533;P61586","P24385;P04150;Q16665;P00533;P61586","R-HSA-8848005;R-HSA-8848804;R-HSA-8856930;R-HSA-8857583;R-HSA-8857549;R-HSA-8848812;R-HSA-8857577;R-HSA-8848436;R-HSA-8857555;R-HSA-8848414;R-HSA-8849085;R-HSA-8857565;R-HSA-8847995;R-HSA-9634702;R-HSA-8849082"
R-HSA-8848021,"Signaling by PTK6",5,58,0.005161519978641987,0.35704655160742726,0.37762136249992695,15,53,0.004005441354292624,9606,Homo sapiens,"P24385;P04150;Q16665;P00533;P61586","P24385;P04150;Q16665;P00533;P61586","R-HSA-8848005;R-HSA-8848804;R-HSA-8856930;R-HSA-8857583;R-HSA-8857549;R-HSA-8848812;R-HSA-8857577;R-HSA-8848436;R-HSA-8857555;R-HSA-8848414;R-HSA-8849085;R-HSA-8857565;R-HSA-8847995;R-HSA-9634702;R-HSA-8849082"
R-HSA-193704,"p75 NTR receptor-mediated signalling",8,99,0.008810180653199252,0.35716123833771607,0.37762136249992695,14,50,0.0037787182587666265,9606,Homo sapiens,"Q92769;P19838;Q13547;P61586;Q9NQC3;O14920;P42574;P25963","Q92769;P19838;Q13547;P61586;Q9NQC3;O14920;P42574;P25963","R-HSA-193696;R-HSA-205056;R-HSA-209536;R-HSA-193703;R-HSA-193700;R-HSA-193668;R-HSA-193705;R-HSA-193641;R-HSA-193646;R-HSA-9012761;R-HSA-194518;R-HSA-193655;R-HSA-193691;R-HSA-205117"
R-HSA-1433557,"Signaling by SCF-KIT",4,45,0.004004627569636023,0.36343468549936164,0.37762136249992695,4,39,0.0029474002418379687,9606,Homo sapiens,"O00459;P14780;P27986;Q92569","O00459;P14780;P27986;Q92569","R-HSA-1562641;R-HSA-1433374;R-HSA-205262;R-HSA-1433514"
R-HSA-451927,"Interleukin-2 family signaling",4,45,0.004004627569636023,0.36343468549936164,0.37762136249992695,6,59,0.004458887545344619,9606,Homo sapiens,"O00459;P27986;P08700;Q92569","O00459;P27986;P08700;Q92569","R-HSA-508247;R-HSA-453111;R-HSA-912527;R-HSA-913374;R-HSA-453104;R-HSA-913424"
R-HSA-69190,"DNA strand elongation",3,32,0.0028477351606300614,0.3685228488757202,0.37762136249992695,10,15,0.001133615477629988,9606,Homo sapiens,"P49642;P49643;P12004","P49642;P49643;P12004","R-HSA-69152;R-HSA-69074;R-HSA-69140;R-HSA-69063;R-HSA-69127;R-HSA-69142;R-HSA-69144;R-HSA-69053;R-HSA-69068;R-HSA-69116"
R-HSA-456926,"Thrombin signalling through proteinase activated receptors (PARs)",3,32,0.0028477351606300614,0.3685228488757202,0.37762136249992695,9,15,0.001133615477629988,9606,Homo sapiens,"P00734;P28482;P25116","P00734;P28482;P25116","R-HSA-418163;R-HSA-418176;R-HSA-418158;R-HSA-114697;R-HSA-418172;R-HSA-418170;R-HSA-418091;R-HSA-418200;R-HSA-9708859"
R-HSA-381042,"PERK regulates gene expression",3,32,0.0028477351606300614,0.3685228488757202,0.37762136249992695,2,11,8.313180169286577E-4,9606,Homo sapiens,"P11021;Q9NQT5;Q96B26","P11021;Q9NQT5;Q96B26","R-HSA-517731;R-HSA-381086"
R-HSA-168927,"TICAM1, RIP1-mediated IKK complex recruitment",2,19,0.001690842751624099,0.36855496101765095,0.37762136249992695,3,3,2.2672309552599758E-4,9606,Homo sapiens,"Q13546;O14920","Q13546;O14920","R-HSA-168930;R-HSA-9014343;R-HSA-9014342"
R-HSA-6804760,"Regulation of TP53 Activity through Methylation",2,19,0.001690842751624099,0.36855496101765095,0.37762136249992695,9,12,9.068923821039903E-4,9606,Homo sapiens,"Q00987;P04637","Q00987;P04637","R-HSA-6805730;R-HSA-3222116;R-HSA-6804242;R-HSA-6804383;R-HSA-6804253;R-HSA-6805740;R-HSA-6805755;R-HSA-6804379;R-HSA-3222237"
R-HSA-8963889,"Assembly of active LPL and LIPC lipase complexes",2,19,0.001690842751624099,0.36855496101765095,0.37762136249992695,2,12,9.068923821039903E-4,9606,Homo sapiens,"P29122;P06727","P29122;P06727","R-HSA-6784628;R-HSA-6784622"
R-HSA-8978934,"Metabolism of cofactors",2,19,0.001690842751624099,0.36855496101765095,0.37762136249992695,2,19,0.001435912938331318,9606,Homo sapiens,"P29474;P0DP23","P29474;P0DP23","R-HSA-1497796;R-HSA-1497784"
R-HSA-210993,"Tie2 Signaling",2,19,0.001690842751624099,0.36855496101765095,0.37762136249992695,1,14,0.0010580411124546554,9606,Homo sapiens,"O00459;P27986","O00459;P27986","R-HSA-204798"
R-HSA-2980767,"Activation of NIMA Kinases NEK9, NEK6, NEK7",1,7,6.229420663878259E-4,0.37762136249992695,0.37762136249992695,4,4,3.022974607013301E-4,9606,Homo sapiens,"Q8TD19","Q8TD19","R-HSA-2984220;R-HSA-2980720;R-HSA-2984226;R-HSA-2984258"
R-HSA-162791,"Attachment of GPI anchor to uPAR",1,7,6.229420663878259E-4,0.37762136249992695,0.37762136249992695,2,2,1.5114873035066505E-4,9606,Homo sapiens,"Q03405","Q03405","R-HSA-162836;R-HSA-162729"
R-HSA-190371,"FGFR3b ligand binding and activation",1,7,6.229420663878259E-4,0.37762136249992695,0.37762136249992695,2,2,1.5114873035066505E-4,9606,Homo sapiens,"P05230","P05230","R-HSA-190385;R-HSA-190263"
R-HSA-9028335,"Activated NTRK2 signals through PI3K",1,7,6.229420663878259E-4,0.37762136249992695,0.37762136249992695,2,2,1.5114873035066505E-4,9606,Homo sapiens,"P27986","P27986","R-HSA-9028505;R-HSA-9028519"
R-HSA-9652817,"Signaling by MAPK mutants",1,7,6.229420663878259E-4,0.37762136249992695,0.37762136249992695,1,1,7.557436517533252E-5,9606,Homo sapiens,"P28482","P28482","R-HSA-9652816"
R-HSA-9619229,"Activation of RAC1 downstream of NMDARs",1,7,6.229420663878259E-4,0.37762136249992695,0.37762136249992695,5,6,4.5344619105199517E-4,9606,Homo sapiens,"P0DP23","P0DP23","R-HSA-9619376;R-HSA-9619783;R-HSA-9619367;R-HSA-9619355;R-HSA-9619214"
R-HSA-8937144,"Aryl hydrocarbon receptor signalling",1,7,6.229420663878259E-4,0.37762136249992695,0.37762136249992695,4,5,3.7787182587666263E-4,9606,Homo sapiens,"P35869","P35869","R-HSA-8937177;R-HSA-8937169;R-HSA-8936849;R-HSA-8937191"
R-HSA-2142712,"Synthesis of 12-eicosatetraenoic acid derivatives",1,7,6.229420663878259E-4,0.37762136249992695,0.37762136249992695,2,6,4.5344619105199517E-4,9606,Homo sapiens,"P07203","P07203","R-HSA-2161959;R-HSA-2161999"
R-HSA-111464,"SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes ",1,7,6.229420663878259E-4,0.37762136249992695,0.37762136249992695,1,3,2.2672309552599758E-4,9606,Homo sapiens,"P42574","P42574","R-HSA-114419"
R-HSA-9032500,"Activated NTRK2 signals through FYN",1,7,6.229420663878259E-4,0.37762136249992695,0.37762136249992695,2,7,5.290205562273277E-4,9606,Homo sapiens,"Q13224","Q13224","R-HSA-9032601;R-HSA-9032582"
R-HSA-187015,"Activation of TRKA receptors",1,7,6.229420663878259E-4,0.37762136249992695,0.37762136249992695,2,8,6.045949214026602E-4,9606,Homo sapiens,"P29274","P29274","R-HSA-9613023;R-HSA-187661"
R-HSA-111463,"SMAC (DIABLO) binds to IAPs ",1,7,6.229420663878259E-4,0.37762136249992695,0.37762136249992695,1,4,3.022974607013301E-4,9606,Homo sapiens,"P42574","P42574","R-HSA-114306"
R-HSA-199920,"CREB phosphorylation",1,7,6.229420663878259E-4,0.37762136249992695,0.37762136249992695,1,4,3.022974607013301E-4,9606,Homo sapiens,"P51812","P51812","R-HSA-199895"
R-HSA-3134963,"DEx/H-box helicases activate type I IFN and inflammatory cytokines production ",1,7,6.229420663878259E-4,0.37762136249992695,0.37762136249992695,1,5,3.7787182587666263E-4,9606,Homo sapiens,"P19838","P19838","R-HSA-9604480"
R-HSA-8941855,"RUNX3 regulates CDKN1A transcription",1,7,6.229420663878259E-4,0.37762136249992695,0.37762136249992695,1,6,4.5344619105199517E-4,9606,Homo sapiens,"P04637","P04637","R-HSA-8952128"
R-HSA-9033500,"TYSND1 cleaves peroxisomal proteins",1,7,6.229420663878259E-4,0.37762136249992695,0.37762136249992695,1,7,5.290205562273277E-4,9606,Homo sapiens,"P09110","P09110","R-HSA-9033529"
R-HSA-5652084,"Fructose metabolism",1,7,6.229420663878259E-4,0.37762136249992695,0.37762136249992695,1,7,5.290205562273277E-4,9606,Homo sapiens,"P15121","P15121","R-HSA-5652172"
R-HSA-420597,"Nectin/Necl  trans heterodimerization",1,7,6.229420663878259E-4,0.37762136249992695,0.37762136249992695,1,8,6.045949214026602E-4,9606,Homo sapiens,"P15151","P15151","R-HSA-420593"
R-HSA-9694686,"Replication of the SARS-CoV-2 genome",1,7,6.229420663878259E-4,0.37762136249992695,0.37762136249992695,1,20,0.0015114873035066505,9606,Homo sapiens,"P06400","P06400","R-HSA-9694390"
R-HSA-9679514,"SARS-CoV-1 Genome Replication and Transcription",1,7,6.229420663878259E-4,0.37762136249992695,0.37762136249992695,1,24,0.0018137847642079807,9606,Homo sapiens,"P06400","P06400","R-HSA-9682712"
R-HSA-1236382,"Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants",2,20,0.0017798344753937885,0.3924536196725832,0.3924536196725832,22,23,0.001738210399032648,9606,Homo sapiens,"P00533;P27986","P00533;P27986","R-HSA-1218833;R-HSA-1225947;R-HSA-1226014;R-HSA-1225950;R-HSA-1225951;R-HSA-1226012;R-HSA-1225949;R-HSA-1220610;R-HSA-1220611;R-HSA-1247842;R-HSA-1247841;R-HSA-1226016;R-HSA-1225952;R-HSA-1220614;R-HSA-1220612;R-HSA-1225956;R-HSA-1220613;R-HSA-1247844;R-HSA-1225957;R-HSA-1225960;R-HSA-1225961;R-HSA-1169421"
R-HSA-5637815,"Signaling by Ligand-Responsive EGFR Variants in Cancer",2,20,0.0017798344753937885,0.3924536196725832,0.3924536196725832,22,23,0.001738210399032648,9606,Homo sapiens,"P00533;P27986","P00533;P27986","R-HSA-1218833;R-HSA-1225947;R-HSA-1226014;R-HSA-1225950;R-HSA-1225951;R-HSA-1226012;R-HSA-1225949;R-HSA-1220610;R-HSA-1220611;R-HSA-1247842;R-HSA-1247841;R-HSA-1226016;R-HSA-1225952;R-HSA-1220614;R-HSA-1220612;R-HSA-1225956;R-HSA-1220613;R-HSA-1247844;R-HSA-1225957;R-HSA-1225960;R-HSA-1225961;R-HSA-1169421"
R-HSA-6803204,"TP53 Regulates Transcription of Genes Involved in Cytochrome C Release",2,20,0.0017798344753937885,0.3924536196725832,0.3924536196725832,20,25,0.0018893591293833133,9606,Homo sapiens,"O15350;P04637","O15350;P04637","R-HSA-3700984;R-HSA-4331331;R-HSA-6791302;R-HSA-6801184;R-HSA-6801166;R-HSA-139913;R-HSA-3700981;R-HSA-6791306;R-HSA-4331340;R-HSA-6797993;R-HSA-6798615;R-HSA-6791285;R-HSA-6798004;R-HSA-6798611;R-HSA-140214;R-HSA-6801213;R-HSA-6791291;R-HSA-6799418;R-HSA-6801209;R-HSA-6799416"
R-HSA-111931,"PKA-mediated phosphorylation of CREB",2,20,0.0017798344753937885,0.3924536196725832,0.3924536196725832,5,7,5.290205562273277E-4,9606,Homo sapiens,"P17612;P0DP23","P17612;P0DP23","R-HSA-111925;R-HSA-111924;R-HSA-8951727;R-HSA-111930;R-HSA-111919"
R-HSA-9703465,"Signaling by FLT3 fusion proteins",2,20,0.0017798344753937885,0.3924536196725832,0.3924536196725832,11,18,0.0013603385731559856,9606,Homo sapiens,"Q14789;P27986","Q14789;P27986","R-HSA-9703430;R-HSA-9703440;R-HSA-9703441;R-HSA-9703442;R-HSA-9703437;R-HSA-9703438;R-HSA-9703439;R-HSA-9703432;R-HSA-9703433;R-HSA-9703434;R-HSA-9703435"
R-HSA-111471,"Apoptotic factor-mediated response",2,20,0.0017798344753937885,0.3924536196725832,0.3924536196725832,5,28,0.002116082224909311,9606,Homo sapiens,"P28482;P42574","P28482;P42574","R-HSA-114419;R-HSA-9627104;R-HSA-9627089;R-HSA-114306;R-HSA-114252"
R-HSA-74259,"Purine catabolism",2,20,0.0017798344753937885,0.3924536196725832,0.3924536196725832,5,33,0.0024939540507859736,9606,Homo sapiens,"P21589;P47989","P21589;P47989","R-HSA-9727349;R-HSA-74258;R-HSA-74247;R-HSA-9727347;R-HSA-109278"
R-HSA-3232118,"SUMOylation of transcription factors",2,20,0.0017798344753937885,0.3924536196725832,0.3924536196725832,1,11,8.313180169286577E-4,9606,Homo sapiens,"Q00987;P04637","Q00987;P04637","R-HSA-2997706"
R-HSA-8856828,"Clathrin-mediated endocytosis",11,145,0.012903799946604965,0.39427826339844707,0.39427826339844707,23,35,0.0026451027811366383,9606,Homo sapiens,"P62330;P04114;P30556;P98164;P01130;P08172;P30518;P13569;P07550;P02787;P00533","P62330;P04114;P30556;P98164;P01130;P08172;P30518;P13569;P07550;P02787;P00533","R-HSA-8868071;R-HSA-8866279;R-HSA-8868230;R-HSA-8866277;R-HSA-8863471;R-HSA-8867756;R-HSA-8868236;R-HSA-8868651;R-HSA-8866283;R-HSA-8867754;R-HSA-8868072;R-HSA-8868648;R-HSA-8856808;R-HSA-8868661;R-HSA-8868660;R-HSA-8868659;R-HSA-8868658;R-HSA-8863472;R-HSA-8869438;R-HSA-8866269;R-HSA-8866268;R-HSA-8871194;R-HSA-8871193"
R-HSA-166786,"Creation of C4 and C2 activators",8,103,0.00916614754827801,0.39760850816826143,0.39760850816826143,4,8,6.045949214026602E-4,9606,Homo sapiens,"O75636;P01619;P00736;P02747;P02746;P01599;P09871;P80748","O75636;P01619;P00736;P02747;P02746;P01599;P09871;P80748","R-HSA-166726;R-HSA-173626;R-HSA-173631;R-HSA-2855077"
R-HSA-170834,"Signaling by TGF-beta Receptor Complex",6,75,0.006674379282726706,0.39797987786190325,0.39797987786190325,12,88,0.006650544135429262,9606,Homo sapiens,"Q13547;P28482;P01106;P05121;P61586;P09874","Q13547;P28482;P01106;P05121;P61586;P09874","R-HSA-2187330;R-HSA-2160931;R-HSA-2134532;R-HSA-2160932;R-HSA-2160935;R-HSA-2134506;R-HSA-2186607;R-HSA-173488;R-HSA-1484099;R-HSA-2134519;R-HSA-2106586;R-HSA-2187325"
R-HSA-975138,"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",7,89,0.007920263415502359,0.3981020633342397,0.3981020633342397,24,48,0.0036275695284159614,9606,Homo sapiens,"P05412;P19838;P28482;P51812;O14920;P05067;P25963","P05412;P19838;P28482;P51812;O14920;P05067;P25963","R-HSA-975119;R-HSA-198731;R-HSA-168136;R-HSA-5684250;R-HSA-168140;R-HSA-5684248;R-HSA-450325;R-HSA-199895;R-HSA-199959;R-HSA-5609665;R-HSA-203797;R-HSA-198746;R-HSA-9630923;R-HSA-168166;R-HSA-5684275;R-HSA-198756;R-HSA-5684273;R-HSA-450292;R-HSA-5684261;R-HSA-451634;R-HSA-168053;R-HSA-168184;R-HSA-168440;R-HSA-5684267"
R-HSA-174417,"Telomere C-strand (Lagging Strand) Synthesis",3,34,0.0030257186081694403,0.4047645166377585,0.4047645166377585,15,18,0.0013603385731559856,9606,Homo sapiens,"P49642;P49643;P12004","P49642;P49643;P12004","R-HSA-174438;R-HSA-174439;R-HSA-9668597;R-HSA-174441;R-HSA-174446;R-HSA-174447;R-HSA-174444;R-HSA-174445;R-HSA-174451;R-HSA-174448;R-HSA-174452;R-HSA-174427;R-HSA-174456;R-HSA-174425;R-HSA-176702"
R-HSA-1251985,"Nuclear signaling by ERBB4",3,34,0.0030257186081694403,0.4047645166377585,0.4047645166377585,8,34,0.002569528415961306,9606,Homo sapiens,"P02649;P03372;P06401","P02649;P03372;P06401","R-HSA-1254386;R-HSA-9612243;R-HSA-9612672;R-HSA-8954207;R-HSA-8954208;R-HSA-1254392;R-HSA-9612671;R-HSA-8954199"
R-HSA-352230,"Amino acid transport across the plasma membrane",3,34,0.0030257186081694403,0.4047645166377585,0.4047645166377585,3,36,0.002720677146311971,9606,Homo sapiens,"Q8TF71;Q01650;Q9UPY5","Q8TF71;Q01650;Q9UPY5","R-HSA-378513;R-HSA-352158;R-HSA-352232"
R-HSA-975155,"MyD88 dependent cascade initiated on endosome",7,90,0.008009255139272047,0.40902015579791406,0.40902015579791406,24,63,0.00476118500604595,9606,Homo sapiens,"P05412;P19838;P28482;P51812;O14920;P05067;P25963","P05412;P19838;P28482;P51812;O14920;P05067;P25963","R-HSA-975119;R-HSA-198731;R-HSA-168136;R-HSA-5684250;R-HSA-168140;R-HSA-5684248;R-HSA-450325;R-HSA-199895;R-HSA-199959;R-HSA-5609665;R-HSA-203797;R-HSA-198746;R-HSA-9630923;R-HSA-168166;R-HSA-5684275;R-HSA-198756;R-HSA-5684273;R-HSA-450292;R-HSA-5684261;R-HSA-451634;R-HSA-168053;R-HSA-168184;R-HSA-168440;R-HSA-5684267"
R-HSA-381771,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",2,21,0.0018688261991634779,0.415934388092292,0.415934388092292,3,7,5.290205562273277E-4,9606,Homo sapiens,"P27487;P29120","P27487;P29120","R-HSA-381798;R-HSA-9023633;R-HSA-9023632"
R-HSA-8849932,"Synaptic adhesion-like molecules",2,21,0.0018688261991634779,0.415934388092292,0.415934388092292,3,8,6.045949214026602E-4,9606,Homo sapiens,"Q13224;Q05586","Q13224;Q05586","R-HSA-8849878;R-HSA-8849906;R-HSA-8849881"
R-HSA-9008059,"Interleukin-37 signaling",2,21,0.0018688261991634779,0.415934388092292,0.415934388092292,4,14,0.0010580411124546554,9606,Homo sapiens,"P29466;Q9UHD2","P29466;Q9UHD2","R-HSA-9012556;R-HSA-9008684;R-HSA-9012542;R-HSA-9012689"
R-HSA-9671555,"Signaling by PDGFR in disease",2,21,0.0018688261991634779,0.415934388092292,0.415934388092292,4,24,0.0018137847642079807,9606,Homo sapiens,"O00459;P27986","O00459;P27986","R-HSA-9672162;R-HSA-9672178;R-HSA-9672177;R-HSA-9672172"
R-HSA-5638303,"Inhibition of Signaling by Overexpressed EGFR",1,8,7.119337901575154E-4,0.4184012850141069,0.4184012850141069,2,2,1.5114873035066505E-4,9606,Homo sapiens,"P00533","P00533","R-HSA-1248677;R-HSA-1225978"
R-HSA-5638302,"Signaling by Overexpressed Wild-Type EGFR in Cancer",1,8,7.119337901575154E-4,0.4184012850141069,0.4184012850141069,2,2,1.5114873035066505E-4,9606,Homo sapiens,"P00533","P00533","R-HSA-1248677;R-HSA-1225978"
R-HSA-442729,"CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde",1,8,7.119337901575154E-4,0.4184012850141069,0.4184012850141069,8,10,7.557436517533253E-4,9606,Homo sapiens,"P0DP23","P0DP23","R-HSA-9618834;R-HSA-9619125;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-442749;R-HSA-9618863;R-HSA-444792"
R-HSA-194313,"VEGF ligand-receptor interactions",1,8,7.119337901575154E-4,0.4184012850141069,0.4184012850141069,3,4,3.022974607013301E-4,9606,Homo sapiens,"P15692","P15692","R-HSA-195378;R-HSA-194310;R-HSA-194311"
R-HSA-195399,"VEGF binds to VEGFR leading to receptor dimerization",1,8,7.119337901575154E-4,0.4184012850141069,0.4184012850141069,2,3,2.2672309552599758E-4,9606,Homo sapiens,"P15692","P15692","R-HSA-194310;R-HSA-194311"
R-HSA-72200,"mRNA Editing: C to U Conversion",1,8,7.119337901575154E-4,0.4184012850141069,0.4184012850141069,2,3,2.2672309552599758E-4,9606,Homo sapiens,"P41238","P41238","R-HSA-77609;R-HSA-83677"
R-HSA-110362,"POLB-Dependent Long Patch Base Excision Repair",1,8,7.119337901575154E-4,0.4184012850141069,0.4184012850141069,5,10,7.557436517533253E-4,9606,Homo sapiens,"P09874","P09874","R-HSA-5651828;R-HSA-5649873;R-HSA-5651739;R-HSA-5651723;R-HSA-5649883"
R-HSA-75094,"Formation of the Editosome",1,8,7.119337901575154E-4,0.4184012850141069,0.4184012850141069,1,2,1.5114873035066505E-4,9606,Homo sapiens,"P41238","P41238","R-HSA-77609"
R-HSA-166662,"Lectin pathway of complement activation",1,8,7.119337901575154E-4,0.4184012850141069,0.4184012850141069,2,6,4.5344619105199517E-4,9606,Homo sapiens,"O75636","O75636","R-HSA-166726;R-HSA-2855077"
R-HSA-111469,"SMAC, XIAP-regulated apoptotic response",1,8,7.119337901575154E-4,0.4184012850141069,0.4184012850141069,3,10,7.557436517533253E-4,9606,Homo sapiens,"P42574","P42574","R-HSA-114419;R-HSA-9627104;R-HSA-114306"
R-HSA-450520,"HuR (ELAVL1) binds and stabilizes mRNA",1,8,7.119337901575154E-4,0.4184012850141069,0.4184012850141069,2,7,5.290205562273277E-4,9606,Homo sapiens,"P35658","P35658","R-HSA-450595;R-HSA-450387"
R-HSA-163765,"ChREBP activates metabolic gene expression",1,8,7.119337901575154E-4,0.4184012850141069,0.4184012850141069,1,6,4.5344619105199517E-4,9606,Homo sapiens,"P53396","P53396","R-HSA-163770"
R-HSA-416550,"Sema4D mediated inhibition of cell attachment and migration",1,8,7.119337901575154E-4,0.4184012850141069,0.4184012850141069,1,6,4.5344619105199517E-4,9606,Homo sapiens,"P61586","P61586","R-HSA-416559"
R-HSA-73942,"DNA Damage Reversal",1,8,7.119337901575154E-4,0.4184012850141069,0.4184012850141069,2,15,0.001133615477629988,9606,Homo sapiens,"P16455","P16455","R-HSA-73892;R-HSA-5657651"
R-HSA-1482883,"Acyl chain remodeling of DAG and TAG",1,8,7.119337901575154E-4,0.4184012850141069,0.4184012850141069,1,8,6.045949214026602E-4,9606,Homo sapiens,"Q96PD7","Q96PD7","R-HSA-1482889"
R-HSA-2408508,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",1,8,7.119337901575154E-4,0.4184012850141069,0.4184012850141069,1,8,6.045949214026602E-4,9606,Homo sapiens,"P40261","P40261","R-HSA-2408544"
R-HSA-9694682,"SARS-CoV-2 Genome Replication and Transcription",1,8,7.119337901575154E-4,0.4184012850141069,0.4184012850141069,1,24,0.0018137847642079807,9606,Homo sapiens,"P06400","P06400","R-HSA-9694390"
R-HSA-168181,"Toll Like Receptor 7/8 (TLR7/8) Cascade",7,91,0.008098246863041737,0.4199276255535799,0.4199276255535799,24,66,0.004987908101571947,9606,Homo sapiens,"P05412;P19838;P28482;P51812;O14920;P05067;P25963","P05412;P19838;P28482;P51812;O14920;P05067;P25963","R-HSA-975119;R-HSA-198731;R-HSA-168136;R-HSA-5684250;R-HSA-168140;R-HSA-5684248;R-HSA-450325;R-HSA-199895;R-HSA-199959;R-HSA-5609665;R-HSA-203797;R-HSA-198746;R-HSA-9630923;R-HSA-168166;R-HSA-5684275;R-HSA-198756;R-HSA-5684273;R-HSA-450292;R-HSA-5684261;R-HSA-451634;R-HSA-168053;R-HSA-168184;R-HSA-168440;R-HSA-5684267"
R-HSA-532668,"N-glycan trimming in the ER and Calnexin/Calreticulin cycle",3,35,0.0031147103319391295,0.4226628924924607,0.4226628924924607,4,16,0.0012091898428053204,9606,Homo sapiens,"Q96IV0;Q14697;P30101","Q96IV0;Q14697;P30101","R-HSA-548890;R-HSA-532667;R-HSA-8850594;R-HSA-901047"
R-HSA-9706574,"RHOBTB GTPase Cycle",3,35,0.0031147103319391295,0.4226628924924607,0.4226628924924607,1,4,3.022974607013301E-4,9606,Homo sapiens,"O76074;O75116;Q13464","O76074;O75116;Q13464","R-HSA-9018778"
R-HSA-450294,"MAP kinase activation",5,63,0.005606478597490434,0.4232302733406239,0.4232302733406239,18,32,0.0024183796856106408,9606,Homo sapiens,"P05412;P19838;P28482;P51812;O14920","P05412;P19838;P28482;P51812;O14920","R-HSA-5684275;R-HSA-198756;R-HSA-5684273;R-HSA-198731;R-HSA-168136;R-HSA-5684250;R-HSA-5684248;R-HSA-450292;R-HSA-450325;R-HSA-5684261;R-HSA-199895;R-HSA-199959;R-HSA-451634;R-HSA-203797;R-HSA-168053;R-HSA-198746;R-HSA-168440;R-HSA-5684267"
R-HSA-2682334,"EPH-Ephrin signaling",7,92,0.008187238586811427,0.43081643672265035,0.43081643672265035,11,56,0.004232164449818622,9606,Homo sapiens,"P14780;Q13224;O75116;Q05586;P08253;P61586;Q13464","P14780;Q13224;O75116;Q05586;P08253;P61586;Q13464","R-HSA-3928651;R-HSA-3928616;R-HSA-3928623;R-HSA-4093336;R-HSA-3928627;R-HSA-3928577;R-HSA-3928657;R-HSA-3928576;R-HSA-3928592;R-HSA-3928583;R-HSA-3928645"
R-HSA-1834949,"Cytosolic sensors of pathogen-associated DNA ",5,64,0.005695470321260123,0.4363580646198061,0.4363580646198061,18,50,0.0037787182587666265,9606,Homo sapiens,"P19838;Q13546;Q9UHD2;O14920;P25963","P19838;Q13546;Q9UHD2;O14920;P25963","R-HSA-1834939;R-HSA-3249392;R-HSA-1810457;R-HSA-2396007;R-HSA-2396002;R-HSA-3249371;R-HSA-168910;R-HSA-1606324;R-HSA-8948709;R-HSA-168140;R-HSA-1606327;R-HSA-1606345;R-HSA-9604480;R-HSA-3249378;R-HSA-8948703;R-HSA-9679819;R-HSA-3249386;R-HSA-3249390"
R-HSA-381070,"IRE1alpha activates chaperones",4,50,0.004449586188484471,0.4387977899518519,0.4387977899518519,4,53,0.004005441354292624,9606,Homo sapiens,"P11021;O76024;P0DMM9;Q9Y4L1","P11021;O76024;P0DMM9;Q9Y4L1","R-HSA-1791066;R-HSA-381217;R-HSA-1791169;R-HSA-1791108"
